,Mean,2.5q,97.5q
v_subj(none_friend).20,-2.721554700817381,-2.981364305008977,-2.4761553067957793
v_subj(none_friend).21,-2.712262883821779,-2.962093508907972,-2.4493584907993093
v_subj(none_friend).22,-2.721892120745644,-2.9847798989939163,-2.4595918022215724
v_subj(none_friend).23,-2.734143513300044,-3.019450986031316,-2.4954735612400523
v_subj(none_friend).24,-2.7316387652092313,-2.9865415760896563,-2.4933050291482344
v_subj(none_friend).25,-2.746755409221952,-3.0281309941682433,-2.5134459769540647
v_subj(none_friend).26,-2.728747749770507,-2.9938222151075085,-2.483406803387755
v_subj(none_friend).27,-2.7475356368790504,-3.0367471887637065,-2.4952289010663034
v_subj(none_friend).28,-2.7293299755753226,-3.0045961757851174,-2.4812521184521508
v_subj(none_friend).29,-2.7479782035470244,-3.007406377460562,-2.5018259129995517
v_subj(none_friend).30,-2.7540007502075596,-3.04291981895021,-2.502328586657265
v_subj(none_friend).31,-2.7112279330911084,-2.962591672122897,-2.447758113462841
v_subj(none_friend).32,-2.746082430367253,-3.0331650352827806,-2.503945631152436
v_subj(none_friend).33,-2.7121129895532796,-2.968782100945784,-2.4474181657200784
v_subj(none_friend).34,-2.767395539698415,-3.0592597642820922,-2.5192977559518646
v_subj(none_self).0,3.5981351558711134,3.2584714561507795,3.914259282842897
v_subj(none_self).1,3.588228673846496,3.262199005975748,3.905603670596031
v_subj(none_self).2,3.5858743591489435,3.2363270050708217,3.893934585717698
v_subj(none_self).3,3.5724002251380145,3.2430531488245604,3.8937712210931683
v_subj(none_self).4,3.6247880368730074,3.3090718738329783,3.938189311249283
v_subj(none_self).5,3.6354272646897123,3.313824248289026,3.9468058681339104
v_subj(none_self).6,3.5541562682404826,3.185792652736968,3.877280676163923
v_subj(none_self).7,3.6064203952442875,3.2611916877040388,3.926454465509609
v_subj(none_self).8,3.615586755913299,3.28629347575334,3.9281468057710014
v_subj(none_self).9,3.5866795416495236,3.269644863490952,3.8882737778993492
v_subj(none_self).10,3.614780107116327,3.2851075643421157,3.921139026559942
v_subj(none_self).11,3.589992580132533,3.2557264372185224,3.9011886119744967
v_subj(none_self).12,3.6320753057204516,3.3165634209099433,3.944666612915244
v_subj(none_self).13,3.5845576108045654,3.251272922616018,3.9026850599918017
v_subj(none_self).14,3.5915120541459973,3.2586747647109395,3.9030133186496663
v_subj(none_self).15,3.5735656140587824,3.231456509530996,3.8923372508319884
v_subj(none_self).16,3.6055300003927777,3.2792973497923974,3.9246416952178453
v_subj(none_self).17,3.5818424095837433,3.241169662768678,3.905440025836694
v_subj(none_self).18,3.5805801059350673,3.2318814613487983,3.8955269294497716
v_subj(none_self).19,3.6494854202997735,3.3341670404855357,3.966922753700164
v_subj(none_self).20,3.6203363351140263,3.280836695428399,3.9464475986643412
v_subj(none_self).21,3.610083648532544,3.2954518878521553,3.9110613087849333
v_subj(none_self).22,3.571550342437149,3.2341531279154094,3.8894867847563788
v_subj(none_self).23,3.6112844926214502,3.273862384235022,3.916330194025331
v_subj(none_self).24,3.6144545482392103,3.29006941415599,3.922172699815023
v_subj(none_self).25,3.6335198647785094,3.308843055421733,3.9422907455008405
v_subj(none_self).26,3.5935397986012876,3.2458443390917058,3.903360639578367
v_subj(none_self).27,3.5889283424992775,3.25543973492666,3.9002869818101544
v_subj(none_self).28,3.5322928180363604,3.137271660501243,3.875913102905634
v_subj(none_self).29,3.581259151187457,3.2200743249482207,3.8820521643491746
v_subj(none_self).30,3.60426882800423,3.2765291787673934,3.9053055454254335
v_subj(none_self).31,3.6126617630838163,3.2894349572686434,3.932393746807816
v_subj(none_self).32,3.6275234332443427,3.29497609664387,3.9492204988947135
v_subj(none_self).33,3.5870907303609165,3.2292830416271276,3.901051090416314
v_subj(none_self).34,3.61569586324381,3.2906358225770953,3.927932128672268
t,0.42933120945841086,0.4215907303877136,0.4370482740791411
t_std,0.029171863637721215,0.02450331068093276,0.034834187550618345
t_subj.0,0.40330209855342924,0.39079129348948494,0.41629640547634894
t_subj.1,0.4224831310389662,0.4124861323438104,0.4305358169794187
t_subj.2,0.41032768936489483,0.4008342065301756,0.4193542869962417
t_subj.3,0.45840032824918225,0.444635182883368,0.4689590320560683
t_subj.4,0.45575722707096944,0.4355681414449302,0.47267174391470373
t_subj.5,0.42486925382493385,0.40655843795474117,0.43941959643003464
t_subj.6,0.4115164290582671,0.4002251348071764,0.4199373709725332
t_subj.7,0.40947011394376387,0.39739259913297964,0.41796548579885506
t_subj.8,0.42914565275840266,0.4161612570729911,0.436016944423019
t_subj.9,0.42603292303313806,0.41440332904319066,0.43432374740316965
t_subj.10,0.45760617956267113,0.4466631534338751,0.4715368508561395
t_subj.11,0.398651068990669,0.3879898213716846,0.41302570366588326
t_subj.12,0.3919410006640065,0.3778359804537453,0.4051942030281419
t_subj.13,0.42565167643718516,0.41358409644734434,0.4441604643758698
t_subj.14,0.3783333673743347,0.366705725020345,0.38534843256703144
t_subj.15,0.46218240282260165,0.44969002907087036,0.4715081345946096
t_subj.16,0.390627705609929,0.37803455599925606,0.40586760618877693
t_subj.17,0.44476204781067635,0.4269292561765417,0.4662394765951689
t_subj.18,0.4447792235181011,0.4350335863925888,0.46034734045275794
t_subj.19,0.44322482131244173,0.4314010089738166,0.45689001425022047
t_subj.20,0.4357844314765061,0.4222541091486541,0.4511186452844226
t_subj.21,0.43927944705266564,0.4248318023323914,0.44798196404336493
t_subj.22,0.42080808010976467,0.41051330811968434,0.4295211808638911
t_subj.23,0.42844187846894094,0.407042718882086,0.4391146365278232
t_subj.24,0.40269591689184736,0.3877651939899531,0.41381306265167367
t_subj.25,0.4513908529729273,0.44105931771010054,0.4646520788072867
t_subj.26,0.479735664393056,0.46290588604291927,0.4901739290228423
t_subj.27,0.47491289218579164,0.4620367518538497,0.4849419752589517
t_subj.28,0.5094168541815587,0.4937737166856558,0.5204805074354196
t_subj.29,0.4634269329620335,0.45114282741763173,0.4743901783247103
t_subj.30,0.42908141228902497,0.41452106395633986,0.44161900517672487
t_subj.31,0.4527404327503032,0.43563289315058007,0.47786492010973164
t_subj.32,0.4372822333961722,0.42004376468755067,0.4531534141579502
t_subj.33,0.45103681001069396,0.44075015774790594,0.4614605956762619
t_subj.34,0.425697410420118,0.41276977811428955,0.4364068265189003
t_subj.35,0.40635075649289953,0.39648685432354125,0.41880496337939704
